file_name,rms,chroma_stft,spec_centroid,spec_bandwidth,rolloff,0_crossing_rate,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,gender
common_voice_vi_24494295.wav,0.028683538,0.5241289,1796.25122717695,1994.7813761824384,3408.2351434426228,0.0659639952612704,-490.63934,94.1401,9.754905,9.015515,0.24785851,-4.9743586,5.0717273,0.5053313,-4.1286716,-4.4777493,-4.2926517,-4.7683964,-5.810279,-3.2901917,-2.7455163,-4.316774,-4.5026994,-3.5913367,-4.345549,-6.316669,male
common_voice_vi_24012729.wav,0.042077053,0.50061893,1522.3766533728965,1665.4190889508309,2839.857081911263,0.0572688913182593,-424.97968,138.71054,-8.753026,13.562106,4.724806,-3.366712,2.361635,-8.443001,-6.451606,-8.6442995,0.4500974,-0.30742928,-13.201868,-1.9537649,-2.211133,-6.311591,0.11483293,-4.6150975,-6.8199897,-7.027918,male
common_voice_vi_25092699.wav,0.05010178,0.48946288,2934.32439038596,3210.2072657994195,7002.752130681818,0.102053555575284,-312.79437,106.42889,6.5436954,29.301226,-2.660039,27.207659,-14.141334,9.969651,-12.455334,10.413227,-11.171662,-0.5764329,-4.7740736,-11.913589,5.1562505,-12.821476,3.5558755,-14.40635,2.876261,-11.1131735,male
common_voice_vi_24363018.wav,0.051767386,0.4313297,1354.2622658396526,1485.747605955729,2496.71875,0.0516276041666666,-398.89902,153.32208,-2.912348,18.660608,5.515565,-3.6034513,4.297628,-3.2994325,-7.4582453,-16.42487,-1.8979101,-1.1336217,-13.731514,-2.4299643,-4.047408,-4.8818216,-2.5532105,-5.782775,-0.76888955,-5.991602,male
common_voice_vi_24298810.wav,0.04774521,0.42855397,1744.8219143895094,1874.251922527796,3264.595272206304,0.0643160145057306,-425.76306,97.23016,9.902997,36.122307,12.183422,-14.735561,-12.156919,-4.3257437,4.987775,-6.4355397,-9.290297,-5.5953693,-6.8136125,-3.3371708,-5.180944,-2.9505465,-3.2829127,-5.1444635,-0.6085828,-4.0130143,male
common_voice_vi_24358694.wav,0.038168784,0.4900579,1710.9863729315205,1897.3711804583368,3255.274261603376,0.0624855781909282,-449.21915,96.5925,5.897079,15.883241,6.777994,-6.723075,0.87830687,4.005017,-1.1118428,-9.964637,-5.40272,-1.9481819,-6.331017,-5.889937,-5.5050626,-4.1774383,-4.1803617,-3.1300795,-1.8058372,-4.202732,male
common_voice_vi_24546131.wav,0.022826629,0.4667263,1599.4814601580867,1728.38463799718,3187.8551136363635,0.0617412220348011,-456.6432,138.55284,-12.265406,19.386026,10.1281395,-13.576481,1.3893965,-1.3711071,-8.05567,-10.56686,-6.6654863,-5.660874,-11.614554,-6.702171,-3.7356894,-7.7802887,-8.285923,-7.0598063,-8.356406,-8.19052,male
common_voice_vi_24142457.wav,0.08393978,0.4223757,1584.3869422153766,1641.314195533095,3007.565045248869,0.0594090250282805,-354.94196,121.14487,-13.696771,38.86018,21.735626,-10.938477,-8.997511,-7.1655393,2.3337402,-4.9025507,-6.099926,-8.855732,-12.116971,-3.0770211,-5.719543,-2.4302497,-3.1112232,-7.0014114,0.56033057,-7.9200068,male
common_voice_vi_24455744.wav,0.031346284,0.5093141,1831.2227773123348,1934.463881972299,3429.2129088785045,0.0712525554906542,-455.78967,105.065956,-6.0127845,16.571363,2.8409894,-1.0713378,8.583616,-2.0626917,-3.1381664,-9.006704,-5.5880203,-2.013343,-7.673524,-3.6860874,-3.3003614,-4.54409,-4.7295384,-5.0907474,-5.2039657,-7.353682,male
common_voice_vi_24162790.wav,0.037117463,0.4778677,1935.9945674637252,1924.329809054729,3656.919642857143,0.0763067336309523,-450.04547,94.180504,-10.600161,20.204739,11.473108,1.9562258,1.3144865,-8.18683,-4.240845,-5.8161592,-0.097416684,-2.9616446,-8.454504,-1.4840705,-4.3931494,-1.6130948,-0.91483825,-5.224912,-2.9317148,-6.476788,male
common_voice_vi_27616529.wav,0.062865235,0.42715475,1775.7165228375152,2201.555918006532,3811.6107723577234,0.0466646023882113,-339.42416,135.43785,-3.7998984,19.26227,17.43948,-0.09839041,-11.907222,3.7375982,-13.727776,-2.040548,0.31838706,-7.902738,-1.1811819,2.3546863,-13.801474,-12.2214,6.096661,-8.49895,-3.2982159,-5.070639,male
common_voice_vi_24398789.wav,0.028299425,0.56137544,1826.807642224294,1908.0997104174608,3437.026515151515,0.0719312263257575,-472.99356,136.17622,-15.431579,7.57226,-1.2713827,-6.316919,3.4899247,-5.9632998,-2.6209733,-6.6461034,-3.5818503,-1.322197,-8.809332,-4.1325507,-4.8143563,-4.059384,-0.7522681,-3.935133,-4.842055,-8.597165,male
common_voice_vi_25950295.wav,0.052557945,0.44135967,1702.7472975347112,1838.4523068081596,3041.40625,0.0613324333639705,-399.4552,138.41013,-11.737407,4.065153,23.042604,13.573706,-7.6848383,-0.45939326,-3.030974,-4.822045,-8.511057,-1.4849441,-8.139802,-5.3475657,-6.5624743,-14.268108,5.087005,-5.2771754,-11.866669,0.31043336,male
common_voice_vi_25226343.wav,0.06310653,0.36803088,2448.077445128556,2314.887737651663,4960.120292887029,0.0963548476725941,-349.1749,108.101135,-8.532498,33.24136,-13.876571,0.64654845,-9.108842,-5.401252,-12.05783,-11.983491,-10.006605,-5.0602055,-11.048756,-7.597597,5.3766894,-12.279139,2.4727097,-2.2636483,-6.9461675,-5.8940196,male
common_voice_vi_24124172.wav,0.038591634,0.48494565,1769.5387515945574,1949.1112776264447,3441.317182410424,0.0640443683835504,-453.98294,113.523,-11.697541,23.945087,6.7694955,0.32641244,4.8962293,-3.2687774,0.33905885,-11.615037,-4.805905,-3.8944736,-12.649295,-4.662445,-7.5859313,-3.8965352,-2.1896975,-5.6286845,-0.45035666,-5.3142242,male
common_voice_vi_30646473.wav,0.039268598,0.44649038,2494.2440409493265,2634.443277190777,5307.939189189189,0.0572212837837837,-488.962,90.086426,3.403284,23.0765,19.641441,-5.5720406,-9.62877,-8.109594,-6.0630074,1.0514015,-0.7413091,-9.679756,-3.0528777,0.5336645,-5.6377387,-3.9327154,-0.7968867,-1.1194444,-5.8052063,-6.7719016,male
common_voice_vi_24012788.wav,0.029264046,0.4976121,1646.47742828933,1851.0246819128877,3273.755656108597,0.0584611849547511,-456.89417,117.16218,-4.158589,28.315125,19.94745,-3.307526,-4.3058434,-8.4537525,-5.452015,-8.934501,-5.2994,-4.4412894,-9.389883,-4.6040325,-5.009529,-2.3715684,-1.2668611,-5.0654693,-3.485093,-6.2677636,male
common_voice_vi_24227399.wav,0.04089268,0.4454123,1706.6889231428402,2015.937936438129,3297.2046413502107,0.0561811873681434,-460.33234,75.882744,8.189141,17.121334,11.085373,-1.4326973,-2.029236,-2.2318408,-8.363277,-9.682876,2.8193026,-2.561428,-8.591181,-1.7313664,-5.1288824,-3.372895,-2.506338,-5.774147,-3.1931572,-5.810633,male
common_voice_vi_25226402.wav,0.08235402,0.36065504,2281.5167910890605,2129.383774364156,4116.536458333333,0.105969746907552,-318.70642,130.5799,-11.397595,22.553392,-13.322301,3.9916096,-6.827347,-1.308124,-7.443012,-13.121777,-10.823895,-3.2739627,-9.931295,-2.2169964,-1.7699689,-15.208974,4.7846794,-8.253184,-6.5601916,-8.549209,male
common_voice_vi_24171826.wav,0.026204117,0.4503754,1712.342146406841,1781.2747773841254,3302.990751789976,0.0685586496867541,-445.725,128.24368,-9.08847,35.425945,11.236202,-0.6743828,2.181137,-3.576944,2.0347435,-12.38463,0.31503215,-2.8534553,-17.688444,-2.092188,-5.868077,-4.994708,-0.50243026,-4.4668183,-0.75582963,-7.1877227,male
common_voice_vi_24470401.wav,0.035326965,0.44447747,1548.7284355842066,1715.5483540141845,2961.595956719818,0.057557125569476,-432.47842,114.235855,4.5590143,14.464556,7.3617654,-5.252573,3.9290373,1.9815242,-4.175331,-8.420403,-2.6561735,-0.22963351,-8.510051,-9.233546,-5.314074,-2.5571024,-3.506109,-5.3700266,-5.2303324,-5.849527,male
common_voice_vi_27615218.wav,0.09613195,0.41908067,1929.5347335663964,2119.4794469966023,3788.174715909091,0.0651300603693181,-273.725,151.975,-20.361101,31.50002,10.940868,12.364219,-21.00619,9.311055,-18.21794,9.996525,6.4508195,-9.030193,4.9843373,3.2373316,-6.597244,-12.312608,14.723346,-9.52868,-1.9743232,-5.449021,male
common_voice_vi_24440408.wav,0.026941784,0.48802432,1573.3713728089951,1638.0920914434969,2943.1163594470045,0.0620612219182027,-445.1522,161.10008,-22.243135,19.094553,-0.8353927,-6.3373346,8.955723,0.64435095,-1.1497684,-16.243856,1.1976789,1.9050158,-17.789898,-2.8510647,-5.3311863,-6.1491575,1.7488848,-2.6535068,-0.69437295,-6.617038,male
common_voice_vi_23676734.wav,0.011598642,0.461796,2249.440647759841,2393.529334474415,4114.689795650653,0.0644039324860074,-541.28217,129.6167,-9.606748,14.788013,12.819499,2.503405,-0.4639387,-11.391475,-5.7832704,-12.88927,-15.776087,-8.432785,-9.639377,-9.353673,-9.826616,-9.772435,-9.103121,-7.705241,-6.287074,-7.885099,male
common_voice_vi_24162042.wav,0.045482583,0.45957652,1646.1138364656904,1789.551298680188,3191.8148535564856,0.0598236467050209,-409.5186,114.15771,2.6692007,23.799772,3.5277555,-8.777553,4.263579,-3.9019141,-5.365033,-6.380575,-3.0550783,-2.057912,-8.218624,-3.9313128,-3.4208846,-6.1892653,-3.0932868,-0.58720654,-3.121751,-5.1926956,male
common_voice_vi_25225950.wav,0.08331559,0.36378676,2226.026443541562,1935.387805330172,3794.17194092827,0.1238029898470464,-332.67603,119.89553,-11.358075,2.956217,-10.793445,-5.4274845,-11.151204,0.88279206,-8.047589,-12.158576,-3.4946642,0.122869566,-6.4704046,-6.8042607,-4.181119,-0.7474225,3.19634,-8.97887,-0.1036883,-8.324024,male
common_voice_vi_24509436.wav,0.02242104,0.4709718,1661.349852273066,1792.9559639609788,3180.6366822429904,0.0649254344334112,-480.11124,112.98675,-2.403675,27.45847,18.310814,2.9021368,-0.043252964,-5.138819,-3.1919556,-11.711844,-3.4985192,-3.8812628,-14.267619,-5.3177114,-4.0544677,-5.2089615,-3.6989946,-2.3947787,-0.33760867,-4.7551203,male
common_voice_vi_24012817.wav,0.034355253,0.4875414,1725.3088049549676,1696.3911916437746,3148.1050531914893,0.0731036679964539,-420.4888,132.50404,-17.277601,29.923365,12.203467,-2.1426752,-4.0448055,-15.34847,-3.094967,-9.343822,-1.3820217,-2.1609657,-13.555849,-3.0379627,-7.3750987,-3.3556566,-0.2826493,-7.015451,-0.33417672,-7.115709,male
common_voice_vi_25092450.wav,0.077260345,0.43601406,2546.013033928132,3061.6674336563374,5883.475553505535,0.083063667550738,-293.4765,118.84668,13.3224945,19.214317,0.53377706,14.838938,-12.624066,13.262533,-13.32331,7.9958873,-13.047401,-3.92308,-5.4008503,-4.8907456,6.2017694,-16.570908,5.5463815,-6.998265,-0.9303381,-7.5562935,male
common_voice_vi_25177651.wav,0.063770995,0.47761858,2832.3500170494767,3089.2922176730053,6248.516613924051,0.106160996835443,-271.7392,117.82145,-3.417129,31.241898,-8.814736,30.213793,-13.594274,12.359941,-20.02447,15.945521,-8.618227,2.1465416,1.3168926,-5.611393,8.74251,-14.24776,5.9789886,-10.96817,9.222567,-7.741119,male
